Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
O. Braude,SC Heerenveen,1535,1192,223,2,51,1,2708,16,
D. van der Haar,PEC Zwolle,758,575,91,2,55,6,1835,14,
M. Kleijn,Sparta Rotterdam,107,87,13,1,11,0,279,2,
F. Al Mazyani,RKC Waalwijk,854,709,87,1,33,3,1634,5,
COC. Olde Keizer,Vitesse,0,0,0,0,0,0,0,0,
EDE. Dijkstra,AZ Alkmaar,49,45,1,0,1,0,92,0,
M. Rots,FC Twente,488,399,56,0,15,2,1318,7,
G. Read,Feyenoord,1057,911,103,6,42,7,1983,25,
DJD. Janse,FC Groningen,328,297,28,0,1,0,329,2,
W. Prins,FC Groningen,444,310,83,1,47,1,1673,9,
MDM. De Ligt,Sparta Rotterdam,0,0,0,0,0,0,0,0,
ABA. Bouwman,AFC Ajax,0,0,0,0,0,0,0,0,
T. Mercera,FC Groningen,58,46,8,0,0,0,113,0,
DRD. Ruward,PEC Zwolle,0,0,0,0,0,0,0,0,
S. Bouland,FC Groningen,44,38,3,0,1,0,53,2,
M. Young,Sparta Rotterdam,1372,1191,177,0,5,1,2175,5,
J. Tijink,Heracles Almelo,0,0,0,0,0,0,0,0,
RNR. Nijstad,FC Twente,0,0,0,0,0,0,0,0,
J. Mathijsen,Willem II Tilburg,68,46,11,0,6,0,256,1,
RBR. Bouw,SC Heerenveen,5,4,0,0,0,0,13,0,
ABA. Bah,Fortuna Sittard,0,0,0,0,0,0,0,0,
