Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
A. Madariaga,Eibar,29,1405,1705,0,28.0,12,3,0.0,,0.0,25,20,17,26,4,86,609,486,33,14,2,13,Midfielder
M. Cantero,Burgos Club de Fútbol,25,320,1706,0,2.0,0,0,0.0,,0.0,4,6,0,7,2,12,149,120,7,3,0,2,Midfielder
A. Ochoa,Málaga,32,1024,1707,0,12.0,5,0,0.0,,0.0,18,4,3,3,3,65,401,312,48,17,2,16,Midfielder
A. Martín,Mirandés,36,1642,1708,1,23.0,6,2,0.0,,0.0,30,17,15,24,4,91,575,451,68,18,2,14,Midfielder
DFD. Fernández,CD Tenerife,15,316,1709,0,6.0,1,1,0.0,,0.0,8,0,1,4,3,27,76,55,3,4,0,2,Midfielder
NTN. Tounkara,AD Alcorcón,6,16,1710,0,,0,0,0.0,,0.0,1,0,1,0,0,1,6,5,1,0,0,0,Midfielder
DTD. Tejón Naves,Real Oviedo,1,0,1711,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
LRL. Rubio,FC Cartagena,7,0,1712,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
ROR. Ojeda,Huesca,2,16,1713,0,,0,0,0.0,,0.0,0,0,0,0,0,2,2,1,0,0,0,0,Midfielder
MDM. Delgado,Eibar,1,0,1714,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
