Name,Team,Assists,Big Chances Created,Shots,Shots On Target,Goals,Mins,XG,NpxG,XA,Unnamed: 10
M. Bernauer,Saint-Étienne,0,0,2,0,0,717,0.0574,0.056,0.111,
K. Amian,Nantes,0,0,7,4,1,2169,0.9672,0.985,1.7615,
A. Hakimi,Paris Saint-Germain,6,12,32,13,4,2067,2.9807,2.911,5.323,
J. Teze,AS Monaco,0,2,5,2,1,586,1.2139,1.214,2.0318,
M. Sarr,RC Lens,0,1,6,1,0,1377,0.2315,0.266,0.5935,
S. Akieme,Stade de Reims,4,6,27,7,2,2721,1.4846,1.471,2.519,
T. De Smet,Stade de Reims,0,0,1,0,0,204,0.1425,0.143,0.0179,
C. Henrique,AS Monaco,6,10,4,1,0,1924,0.1615,0.163,5.8725,
F. Medina,Olympique de Marseille,1,1,26,3,0,2537,1.7136,1.783,3.4034,
M. Nade,Saint-Étienne,2,2,5,2,1,2215,0.5178,0.724,0.5106,
K. Kouao,Metz,0,0,,0,0,278,0,,0,
L. Østigård,Stade Rennais,0,0,6,2,1,1228,0.6627,0.663,0.1813,
N. Cozza,Nantes,0,2,17,6,1,2051,1.4451,1.407,1.1149,
I. Jakobs,AS Monaco,0,1,,0,0,180,0,,0.1769,
T. Sainte Luce,Montpellier,0,1,7,4,1,971,1.1035,1.035,0.7645,
M. Bard,Nice,1,4,23,8,2,1941,2.1997,2.198,2.5221,
M. Abdelmonem,Nice,0,0,,0,0,855,0,,0.1875,
L. Balerdi,Olympique de Marseille,0,1,15,2,0,2276,0.9141,0.914,0.7888,
MBM. Busi,Stade de Reims,0,0,,0,0,0,0,,0,
M. Salisu,AS Monaco,0,0,8,5,1,1027,0.7877,0.787,0.11,
A. Vinícius,Olympique Lyonnais,1,1,7,3,1,1099,0.5711,0.572,2.2977,
W. Pacho,Paris Saint-Germain,1,1,4,1,0,2118,0.3128,0.313,0.3849,
A. Ndiaye,Troyes,0,0,11,2,1,1712,0.919,0.957,0.1919,
J. Okumu,Stade de Reims,0,0,13,2,1,1909,0.987,1.017,0.4248,
Y. Ndayishimiye,Nice,0,0,11,4,3,1934,0.9127,0.913,0.3897,
L. Brassier,Stade Rennais,1,1,19,3,1,2024,1.745,1.745,0.5201,
N. Mendes,Paris Saint-Germain,3,11,21,9,1,1671,2.1851,2.184,4.0957,
A. Rouault,Stade Rennais,0,0,7,3,0,973,0.505,0.505,0.2029,
G. Doué,RC Strasbourg,2,1,18,6,1,2716,1.1575,0.732,1.0715,
A. Seidu,Stade Rennais,0,0,3,0,0,806,0.1269,0.126,0.4355,
I. Doukouré,RC Strasbourg,1,2,3,1,1,2645,0.5664,0.566,0.4441,
O. Camara,Angers,0,0,1,0,0,253,0.0803,0.08,0.0058,
A. Ribeiro,Lille,1,1,21,4,1,2700,1.5688,1.597,0.9679,
S. Sow,RC Strasbourg,1,2,9,3,1,1819,1.0671,0.981,0.0922,
R. Fernandes,Lille,0,0,,0,0,0,0,,0,
T. Santos,Lille,0,2,8,4,0,405,0.4181,0.417,0.7687,
Vanderson,AS Monaco,3,5,21,8,1,2069,2.213,2.212,3.7019,
E. Tchato Mbiayi,Montpellier,0,2,4,2,0,1894,0.1611,0.117,1.2023,
L. Beraldo,Paris Saint-Germain,0,1,12,4,1,1999,0.8662,0.865,0.9427,
A. Mendy,Nice,0,0,9,1,0,833,0.6014,0.595,0.2555,
B. Locko,Stade Brestois,0,0,1,0,0,97,0.0259,0.025,0.0094,
J. Le Cardinal,Saint-Étienne,1,0,10,4,0,1379,0.4427,0.441,0.3392,
B. Meïté,Lorient,0,0,1,0,0,458,0.0216,0.022,0.0165,
VBV. Burlet,Stade de Reims,0,0,,0,0,0,0,,0,
MSM. Sarr,RC Strasbourg,1,1,4,0,0,1239,0.7442,0.744,0.2213,
S. Kumbedi,Olympique Lyonnais,0,0,4,2,0,965,0.307,0.306,0.8049,
A. Sylla,Nantes,0,0,5,1,1,951,0.4232,0.423,0.1004,
J. Ekomie,Angers,0,0,1,0,0,707,0.0188,0.019,0.0594,
Y. Mouanga,Bordeaux,0,1,1,0,0,939,0.1028,0.103,0.081,
K. Ouattara,AS Monaco,1,3,2,1,0,400,0.1556,0.156,1.2677,
N. Čelik,RC Lens,0,0,,0,0,0,0,,0,
Y. Zague,Paris Saint-Germain,0,0,1,1,0,183,0.0507,0.051,0.1019,
C. Mawissa,AS Monaco,0,0,1,1,0,1521,0.0655,0.065,0.0955,
E. Biumla,Angers,0,0,4,2,1,1334,0.7012,0.726,0.0593,
J. Jacquet,Stade Rennais,1,1,8,3,0,929,0.7191,0.782,0.6422,
L. Raolisoa,Angers,3,3,14,1,0,1318,0.6757,0.703,1.6006,
M. Bombito,Nice,0,0,8,1,0,2195,0.862,0.723,0.5468,
S. Sané,Metz,0,0,,0,0,300,0,,0,
NEN. El Hannach,Montpellier,0,0,,0,0,0,0,,0,
L. Zogbé,Stade Brestois,0,0,8,1,0,644,0.2772,0.278,0.1388,
H. Sekine,Stade de Reims,0,0,5,0,0,1016,0.1299,0.139,0.4705,
L. Mincarelli Davin,Montpellier,0,1,7,2,1,714,0.4444,0.635,0.6316,
KAK. Antonio,RC Lens,0,0,1,0,0,139,0.0527,0.053,0.0058,
A. Kone,Stade de Reims,0,0,,0,0,131,0,,0,
NKN. Kamara,Olympique Lyonnais,0,0,,0,0,75,0,,0.0107,
TBT. Barišić,Olympique Lyonnais,0,0,,0,0,1,0,,0,
W. Ndollo Bille,Montpellier,0,0,,0,0,402,0,,0.1342,
SLS. Lung,RC Strasbourg,0,0,,0,0,0,0,,0,
