Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
M. Sarr,RC Lens,34,0,1377,0.2315,0.5935,
S. Akieme,Stade de Reims,32,2,2721,1.4846,2.519,
T. De Smet,Stade de Reims,17,0,204,0.1425,0.0179,
C. Henrique,AS Monaco,33,0,1924,0.1615,5.8725,
F. Medina,Olympique de Marseille,29,0,2537,1.7136,3.4034,
M. Nade,Saint-Étienne,29,1,2215,0.5178,0.5106,
K. Kouao,Metz,3,0,278,0,0,
L. Østigård,Stade Rennais,18,1,1228,0.6627,0.1813,
N. Cozza,Nantes,28,1,2051,1.4451,1.1149,
I. Jakobs,AS Monaco,2,0,180,0,0.1769,
T. Sainte Luce,Montpellier,19,1,971,1.1035,0.7645,
M. Bard,Nice,25,2,1941,2.1997,2.5221,
M. Abdelmonem,Nice,24,0,855,0,0.1875,
L. Balerdi,Olympique de Marseille,28,0,2276,0.9141,0.7888,
MBM. Busi,Stade de Reims,4,0,0,0,0,
M. Salisu,AS Monaco,30,1,1027,0.7877,0.11,
A. Vinícius,Olympique Lyonnais,32,1,1099,0.5711,2.2977,
W. Pacho,Paris Saint-Germain,31,0,2118,0.3128,0.3849,
A. Ndiaye,Troyes,28,1,1712,0.919,0.1919,
J. Okumu,Stade de Reims,26,1,1909,0.987,0.4248,
Y. Ndayishimiye,Nice,23,3,1934,0.9127,0.3897,
L. Brassier,Stade Rennais,31,1,2024,1.745,0.5201,
N. Mendes,Paris Saint-Germain,27,1,1671,2.1851,4.0957,
A. Rouault,Stade Rennais,11,0,973,0.505,0.2029,
G. Doué,RC Strasbourg,32,1,2716,1.1575,1.0715,
A. Seidu,Stade Rennais,11,0,806,0.1269,0.4355,
I. Doukouré,RC Strasbourg,31,1,2645,0.5664,0.4441,
O. Camara,Angers,7,0,253,0.0803,0.0058,
A. Ribeiro,Lille,31,1,2700,1.5688,0.9679,
S. Sow,RC Strasbourg,26,1,1819,1.0671,0.0922,
R. Fernandes,Lille,1,0,0,0,0,
T. Santos,Lille,7,0,405,0.4181,0.7687,
Vanderson,AS Monaco,31,1,2069,2.213,3.7019,
E. Tchato Mbiayi,Montpellier,27,0,1894,0.1611,1.2023,
L. Beraldo,Paris Saint-Germain,33,1,1999,0.8662,0.9427,
A. Mendy,Nice,28,0,833,0.6014,0.2555,
B. Locko,Stade Brestois,3,0,97,0.0259,0.0094,
J. Le Cardinal,Saint-Étienne,24,0,1379,0.4427,0.3392,
B. Meïté,Lorient,26,0,458,0.0216,0.0165,
VBV. Burlet,Stade de Reims,1,0,0,0,0,
MSM. Sarr,RC Strasbourg,14,0,1239,0.7442,0.2213,
S. Kumbedi,Olympique Lyonnais,26,0,965,0.307,0.8049,
A. Sylla,Nantes,30,1,951,0.4232,0.1004,
J. Ekomie,Angers,27,0,707,0.0188,0.0594,
Y. Mouanga,Bordeaux,22,0,939,0.1028,0.081,
K. Ouattara,AS Monaco,25,0,400,0.1556,1.2677,
N. Čelik,RC Lens,9,0,0,0,0,
Y. Zague,Paris Saint-Germain,22,0,183,0.0507,0.1019,
C. Mawissa,AS Monaco,31,0,1521,0.0655,0.0955,
E. Biumla,Angers,21,1,1334,0.7012,0.0593,
J. Jacquet,Stade Rennais,12,0,929,0.7191,0.6422,
L. Raolisoa,Angers,29,0,1318,0.6757,1.6006,
M. Bombito,Nice,27,0,2195,0.862,0.5468,
S. Sané,Metz,3,0,300,0,0,
NEN. El Hannach,Montpellier,3,0,0,0,0,
L. Zogbé,Stade Brestois,30,0,644,0.2772,0.1388,
H. Sekine,Stade de Reims,18,0,1016,0.1299,0.4705,
L. Mincarelli Davin,Montpellier,16,1,714,0.4444,0.6316,
KAK. Antonio,RC Lens,6,0,139,0.0527,0.0058,
A. Kone,Stade de Reims,10,0,131,0,0,
NKN. Kamara,Olympique Lyonnais,3,0,75,0,0.0107,
TBT. Barišić,Olympique Lyonnais,2,0,1,0,0,
W. Ndollo Bille,Montpellier,9,0,402,0,0.1342,
SLS. Lung,RC Strasbourg,1,0,0,0,0,
