,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90
39,3026,Defender,Serie A,V. Nelsson,Hellas Verona,13,185,0,1.0,0,0,0.03,0.03,0.01,5,9,2,8,0,18,116,104,3,0,0,0,0.0,0.0,0.0,0,0.0,0.49,0.0,8.76,56.43,50.59,1.46,0.0,0.0,0.0,2.43,4.38,0.97,3.89,0.0,0.0,0.02,0.02,0.0
40,3027,Defender,Serie A,M. Pongračić,Fiorentina,28,1368,0,2.0,1,0,0.05,0.18,0.27,18,68,12,26,0,59,768,685,83,1,1,5,0.0,0.0,0.0,0,0.0,0.13,0.07,3.88,50.53,45.07,5.46,0.07,0.07,0.33,1.18,4.47,0.79,1.71,0.0,0.0,0.0,0.01,0.02
41,3028,Defender,Serie A,E. Ebosse,Torino,17,90,0,0.0,0,0,0.0,0.0,0.01,0,1,1,1,0,2,53,46,6,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,53.0,46.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01
42,3029,Defender,Serie A,E. Ndicka,Roma,38,3420,1,18.0,5,0,0.97,1.05,0.37,32,145,33,62,5,116,2484,2290,189,0,2,8,0.0,0.0,0.03,1,0.03,0.47,0.13,3.05,65.37,60.26,4.97,0.0,0.05,0.21,0.84,3.82,0.87,1.63,0.13,0.0,0.03,0.03,0.01
43,3030,Defender,Serie A,J. Miranda,Bologna,35,2201,6,21.0,5,0,0.67,0.67,5.39,30,43,22,35,9,102,1388,1139,212,208,10,54,0.0,0.0,0.25,6,0.25,0.86,0.2,4.17,56.76,46.57,8.67,8.51,0.41,2.21,1.23,1.76,0.9,1.43,0.37,0.0,0.03,0.03,0.22
44,3031,Defender,Serie A,M. Bakker,Atalanta,1,21,0,0.0,0,0,0.0,0.0,0.01,1,0,0,1,0,2,8,7,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.57,34.29,30.0,0.0,4.29,0.0,0.0,4.29,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.03
45,3032,Defender,Serie A,A. Candela,Venezia,19,1011,1,5.0,0,0,0.35,0.35,0.52,31,19,8,14,1,55,331,258,24,22,2,9,0.0,0.0,0.09,1,0.09,0.45,0.0,4.9,29.47,22.97,2.14,1.96,0.18,0.8,2.76,1.69,0.71,1.25,0.09,0.0,0.03,0.03,0.05
46,3033,Defender,Serie A,N. Casale,Bologna,34,1046,1,5.0,2,0,0.51,0.51,0.48,16,44,18,38,2,65,619,546,50,0,1,3,0.0,0.0,0.09,1,0.09,0.43,0.17,5.59,53.26,46.98,4.3,0.0,0.09,0.26,1.38,3.79,1.55,3.27,0.17,0.0,0.04,0.04,0.04
47,3034,Defender,Serie A,A. Dossena,Cagliari,26,1829,2,12.0,4,0,0.79,0.8,0.4,33,88,22,61,1,111,1010,888,86,1,2,5,0.0,0.0,0.1,2,0.1,0.59,0.2,5.46,49.7,43.7,4.23,0.05,0.1,0.25,1.62,4.33,1.08,3.0,0.05,0.0,0.04,0.04,0.02
48,3035,Defender,Serie A,A. Buongiorno,Napoli,26,1926,0,8.0,4,1,0.81,0.81,0.55,39,73,35,45,3,104,1272,1158,84,1,1,5,0.0,0.05,0.0,1,0.05,0.37,0.19,4.86,59.44,54.11,3.93,0.05,0.05,0.23,1.82,3.41,1.64,2.1,0.14,0.0,0.04,0.04,0.03
