,Position,League,Name,Team,playerProfile,Category,Score
2211,Defender,Premiership,M. Knoester,Aberdeen,Centerback,Defending,79.54
2212,Defender,Premiership,C. Carter-Vickers,Celtic,Centerback,Defending,58.42
2213,Defender,Premiership,A. Trusty,Celtic,Centerback,Defending,49.76
2214,Defender,Premiership,A. Iacovitti,Ross County,Centerback,Defending,66.82
2215,Defender,Premiership,A. Ralston,Celtic,Fullback,Defending,62.07
2216,Defender,Premiership,L. Scales,Celtic,Centerback,Defending,56.78
2217,Defender,Premiership,K. Tobers,Aberdeen,Centerback,Defending,52.9
2218,Defender,Premiership,A. Gogić,St. Mirren,Centerback,Defending,70.55
2219,Defender,Premiership,R. Bushiri Kiranga,Hibernian,Centerback,Defending,50.82
2220,Defender,Premiership,J. Iredale,Hibernian,Centerback,Defending,87.31
2221,Defender,Premiership,M. Steinwender,Heart of Midlothian,Centerback,Defending,68.37
2222,Defender,Premiership,W. O'Hora,Hibernian,Centerback,Defending,60.8
2223,Defender,Premiership,A. Johnston,Celtic,Fullback,Defending,36.2
2224,Defender,Premiership,R. Astley,Dundee FC,Centerback,Defending,64.01
2225,Defender,Premiership,G. Molloy,Aberdeen,Centerback,Defending,75.78
2226,Defender,Premiership,R. Graham,Dundee United,Centerback,Defending,56.45
2227,Defender,Premiership,B. Koumetio,Dundee FC,Centerback,Defending,78.53
2228,Defender,Premiership,T. Sparrow,Motherwell,Fullback,Defending,48.11
2229,Defender,Premiership,A. Jensen,Aberdeen,Fullback,Defending,38.03
2230,Defender,Premiership,A. Donnelly,Dundee FC,Centerback,Defending,59.48
2231,Defender,Premiership,Z. Mitchell,Hibernian,Centerback,Defending,67.97
2232,Forward,Premiership,J. White,Ross County,Target Man,Defending,69.37
2233,Forward,Premiership,M. Boyle,Hibernian,Creative Forward,Defending,51.02
2234,Forward,Premiership,D. Gayle,Hibernian,Creative Forward,Defending,61.53
2235,Forward,Premiership,L. Shankland,Heart of Midlothian,Creative Forward,Defending,62.32
2236,Forward,Premiership,C. McMenamin,St. Mirren,Target Man,Defending,79.88
2237,Forward,Premiership,M. Mandron,St. Mirren,Target Man,Defending,67.26
2238,Forward,Premiership,S. Murray,Dundee FC,Target Man,Defending,49.87
2239,Forward,Premiership,D. Maeda,Celtic,Creative Forward,Defending,77.45
2240,Forward,Premiership,J. Ayunga,St. Mirren,Target Man,Defending,55.88
2241,Forward,Premiership,T. Olusanya,Aberdeen,Target Man,Defending,42.74
2242,Forward,Premiership,E. Kabangu,Heart of Midlothian,Target Man,Defending,36.96
2243,Forward,Premiership,Jota,Celtic,Creative Forward,Defending,48.32
2244,Forward,Premiership,K. Phillips,Ross County,Target Man,Defending,47.02
2245,Forward,Premiership,Z. Robinson,Motherwell,Target Man,Defending,60.1
2246,Forward,Premiership,T. Maswanhise,Motherwell,Target Man,Defending,67.84
2247,Forward,Premiership,Y. Hyun-Jun,Celtic,Creative Forward,Defending,75.75
2248,Forward,Premiership,MTM. Thomson,Ross County,Target Man,Defending,62.21
2249,Goalkeeper,Premiership,K. Schmeichel,Celtic,All-round Goalkeeper,Defending,0.0
2250,Goalkeeper,Premiership,C. Gordon,Heart of Midlothian,All-round Goalkeeper,Defending,0.0
2251,Goalkeeper,Premiership,T. Carson,Ross County,Shot Stopper,Defending,0.0
2252,Goalkeeper,Premiership,J. Butland,Rangers,All-round Goalkeeper,Defending,0.0
2253,Goalkeeper,Premiership,R. Laidlaw,Ross County,Shot Stopper,Defending,0.0
2254,Goalkeeper,Premiership,L. Kelly,Rangers,Sweeper Keeper,Defending,0.0
2255,Goalkeeper,Premiership,KOK. O'Hara,Dundee FC,Shot Stopper,Defending,0.0
2256,Goalkeeper,Premiership,D. Mitov,Aberdeen,Sweeper Keeper,Defending,0.0
2257,Goalkeeper,Premiership,J. Smith,Hibernian,Shot Stopper,Defending,0.0
2258,Goalkeeper,Premiership,R. Doohan,Celtic,All-round Goalkeeper,Defending,0.0
2259,Goalkeeper,Premiership,J. McCracken,Dundee FC,Shot Stopper,Defending,0.0
2260,Goalkeeper,Premiership,R. Sinclair,St. Johnstone,Sweeper Keeper,Defending,0.0
2261,Midfielder,Premiership,A. Halliday,Motherwell,Defensive Midfielder,Defending,41.56
2262,Midfielder,Premiership,G. Shinnie,Aberdeen,Defensive Midfielder,Defending,74.71
2263,Midfielder,Premiership,J. Forrest,Celtic,Attacking Midfielder,Defending,26.3
2264,Midfielder,Premiership,C. McGregor,Celtic,Attacking Midfielder,Defending,44.18
2265,Midfielder,Premiership,J. Holt,St. Johnstone,Defensive Midfielder,Defending,64.94
2266,Midfielder,Premiership,J. Newell,Hibernian,Defensive Midfielder,Defending,51.61
2267,Midfielder,Premiership,C. Sibbald,Dundee United,Defensive Midfielder,Defending,81.51
2268,Midfielder,Premiership,D. John,St. Mirren,Attacking Midfielder,Defending,48.4
2269,Midfielder,Premiership,LDL. Donnelly,St. Mirren,Defensive Midfielder,Defending,77.59
2270,Midfielder,Premiership,M. O'Hara,St. Mirren,Defensive Midfielder,Defending,50.06
2271,Midfielder,Premiership,S. Tanser,St. Mirren,Attacking Midfielder,Defending,80.43
2272,Midfielder,Premiership,N. Cadden,Hibernian,Attacking Midfielder,Defending,47.23
2273,Midfielder,Premiership,C. Cadden,Hibernian,Defensive Midfielder,Defending,55.85
2274,Midfielder,Premiership,C. Randall,Ross County,Defensive Midfielder,Defending,88.01
2275,Midfielder,Premiership,J. McGrath,Hibernian,Attacking Midfielder,Defending,61.02
2276,Midfielder,Premiership,N. Bajrami,Rangers,Attacking Midfielder,Defending,32.26
2277,Midfielder,Premiership,R. Docherty,Ross County,Defensive Midfielder,Defending,75.5
2278,Midfielder,Premiership,A. Forrest,Heart of Midlothian,Attacking Midfielder,Defending,49.68
2279,Midfielder,Premiership,R. Strain,Dundee United,Attacking Midfielder,Defending,71.04
2280,Midfielder,Premiership,W. Ferry,Dundee United,Defensive Midfielder,Defending,87.29
2281,Midfielder,Premiership,N. Raskin,Rangers,Defensive Midfielder,Defending,72.97
2282,Midfielder,Premiership,R. Hatate,Celtic,Attacking Midfielder,Defending,37.22
2283,Midfielder,Premiership,E. Bwomono,Aberdeen,Defensive Midfielder,Defending,61.07
2284,Midfielder,Premiership,A. Palaversa,Aberdeen,Defensive Midfielder,Defending,79.22
2285,Midfielder,Premiership,B. Baningime,Heart of Midlothian,Defensive Midfielder,Defending,76.02
2286,Midfielder,Premiership,C. Slattery,Motherwell,Attacking Midfielder,Defending,34.83
2287,Midfielder,Premiership,Y. Dhanda,Dundee FC,Attacking Midfielder,Defending,30.33
2288,Midfielder,Premiership,T. Elie Youan,Hibernian,Attacking Midfielder,Defending,21.25
2289,Midfielder,Premiership,L. McCowan,Celtic,Attacking Midfielder,Defending,46.79
2290,Midfielder,Premiership,K. Trapanovski,Dundee United,Attacking Midfielder,Defending,30.49
2291,Midfielder,Premiership,M. Sylla,Livingston,Defensive Midfielder,Defending,92.07
2292,Midfielder,Premiership,C. Devlin,Heart of Midlothian,Defensive Midfielder,Defending,87.03
2293,Midfielder,Premiership,N. Chilvers,Ross County,Attacking Midfielder,Defending,49.52
2294,Midfielder,Premiership,V. Ševelj,Dundee United,Defensive Midfielder,Defending,90.85
2295,Midfielder,Premiership,J. Campbell,Hibernian,Defensive Midfielder,Defending,46.34
2296,Midfielder,Premiership,R. Idowu,St. Mirren,Attacking Midfielder,Defending,57.94
2297,Midfielder,Premiership,P. Bernardo,Celtic,Attacking Midfielder,Defending,58.18
2298,Midfielder,Premiership,F. Robertson,Dundee FC,Attacking Midfielder,Defending,51.4
2299,Midfielder,Premiership,L. Cameron,Rangers,Attacking Midfielder,Defending,47.82
2300,Midfielder,Premiership,J. Mulligan,Hibernian,Defensive Midfielder,Defending,63.36
2301,Midfielder,Premiership,C. Barron,Rangers,Defensive Midfielder,Defending,68.07
2302,Midfielder,Premiership,A. Engels,Celtic,Attacking Midfielder,Defending,30.27
2303,Midfielder,Premiership,M. Diomande,Rangers,Attacking Midfielder,Defending,43.13
2304,Midfielder,Premiership,T. Keskinen,Aberdeen,Attacking Midfielder,Defending,29.45
2305,Midfielder,Premiership,B. Spittal,Heart of Midlothian,Attacking Midfielder,Defending,36.57
2306,Midfielder,Premiership,K. Fotheringham,St. Johnstone,Defensive Midfielder,Defending,74.83
2307,Midfielder,Premiership,A. Denholm,Livingston,Defensive Midfielder,Defending,53.47
2308,Midfielder,Premiership,R. Allan Molotnikov,Hibernian,Defensive Midfielder,Defending,24.84
2309,Midfielder,Premiership,K. Andrews,Hibernian,Defensive Midfielder,Defending,44.65
2310,Defender,Serie B,A. Caracciolo,Pisa,Centerback,Defending,81.28
2311,Defender,Serie B,A. Salvi,Cittadella,Centerback,Defending,63.72
2312,Defender,Serie B,P. Rozzio,Reggiana,Centerback,Defending,63.05
2313,Defender,Serie B,F. Ceccherini,Cremonese,Centerback,Defending,65.25
2314,Defender,Serie B,M. Sampirisi,Reggiana,Centerback,Defending,61.76
2315,Defender,Serie B,M. Bianchetti,Cremonese,Centerback,Defending,56.62
2316,Defender,Serie B,S. Scognamillo,Benevento,Centerback,Defending,60.14
2317,Defender,Serie B,CAC. Andreoni,Crotone,Fullback,Defending,39.36
2318,Defender,Serie B,A. Calabresi,Pisa,Centerback,Defending,75.61
2319,Defender,Serie B,F. Vicari,Reggiana,Centerback,Defending,47.58
2320,Defender,Serie B,A. Redolfi,Cittadella,Centerback,Defending,55.41
2321,Defender,Serie B,N. Pavan,Cittadella,Centerback,Defending,73.01
2322,Defender,Serie B,L. Libutti,Reggiana,Centerback,Defending,44.01
2323,Defender,Serie B,G. Ricci,Benevento,Fullback,Defending,55.34
2324,Defender,Serie B,R. Marchizza,Frosinone,Fullback,Defending,16.55
2325,Defender,Serie B,L. Ravanelli,Monza,Centerback,Defending,59.57
2326,Defender,Serie B,V. Antov,Monza,Centerback,Defending,68.7
2327,Defender,Serie B,G. Altare,Pescara,Centerback,Defending,52.68
2328,Defender,Serie B,S. Canestrelli,Pisa,Centerback,Defending,54.21
2329,Defender,Serie B,A. Caporale,Cosenza,Centerback,Defending,62.63
2330,Defender,Serie B,L. Lucchesi,Monza,Centerback,Defending,47.79
2331,Defender,Serie B,I. Monterisi,Frosinone,Centerback,Defending,48.89
2332,Defender,Serie B,A. Papetti,Reggiana,Centerback,Defending,54.88
2333,Defender,Serie B,M. Angeli,Cittadella,Centerback,Defending,74.63
2334,Defender,Serie B,A. Oyono,Frosinone,Fullback,Defending,41.88
2335,Defender,Serie B,F. D'Alessio,Cittadella,Fullback,Defending,59.69
2336,Defender,Serie B,B. Cimino,Cosenza,Fullback,Defending,48.55
2337,Defender,Serie B,G. Bracaglia,Frosinone,Centerback,Defending,61.2
2338,Defender,Serie B,F. Folino,Cremonese,Centerback,Defending,56.28
2339,Defender,Serie B,M. Lusuardi,Reggiana,Centerback,Defending,49.34
2340,Forward,Serie B,L. Strizzolo,Cosenza,Target Man,Defending,26.34
2341,Forward,Serie B,F. Galuppini,Ascoli,Target Man,Defending,68.35
2342,Forward,Serie B,F. Bonazzoli,Cremonese,Target Man,Defending,57.4
2343,Forward,Serie B,S. Moreo,Pisa,Target Man,Defending,70.8
2344,Forward,Serie B,A. Novakovich,Reggiana,Target Man,Defending,44.24
2345,Forward,Serie B,C. Gondo,Reggiana,Target Man,Defending,55.35
2346,Forward,Serie B,M. Ravasio,Cittadella,Target Man,Defending,29.35
2347,Forward,Serie B,M. Tramoni,Pisa,Creative Forward,Defending,72.42
2348,Forward,Serie B,L. Sgarbi,Pescara,Creative Forward,Defending,34.14
2349,Forward,Serie B,C. Kouan,Benevento,Target Man,Defending,70.84
2350,Forward,Serie B,F. Tsadjout,Pescara,Target Man,Defending,50.39
2351,Forward,Serie B,G. Caso,Monza,Target Man,Defending,33.4
2352,Forward,Serie B,T. Fumagalli,Reggiana,Creative Forward,Defending,69.61
2353,Forward,Serie B,M. Zilli,Frosinone,Target Man,Defending,50.2
2354,Forward,Serie B,S. Rabbi,Cittadella,Target Man,Defending,39.37
2355,Forward,Serie B,A. Raimondo,Frosinone,Target Man,Defending,50.86
2356,Forward,Serie B,F. Russo,Virtus Entella,Target Man,Defending,29.96
2357,Forward,Serie B,G. Kvernadze,Frosinone,Creative Forward,Defending,81.48
2358,Forward,Serie B,H. Wendel Meister,Pisa,Target Man,Defending,36.1
2359,Forward,Serie B,M. Maggio,Crotone,Creative Forward,Defending,80.8
2360,Forward,Serie B,F. Ghedjemis,Frosinone,Target Man,Defending,52.59
2361,Forward,Serie B,N. Girma,Reggiana,Creative Forward,Defending,86.34
2362,Forward,Serie B,A. Debenedetti,Virtus Entella,Target Man,Defending,67.55
2363,Goalkeeper,Serie B,M. Silvestri,Cremonese,All-round Goalkeeper,Defending,0.0
2364,Goalkeeper,Serie B,M. Pisseri,Frosinone,All-round Goalkeeper,Defending,0.0
2365,Goalkeeper,Serie B,L. Maniero,Cittadella,Shot Stopper,Defending,0.0
2366,Goalkeeper,Serie B,A. Micai,Reggiana,Shot Stopper,Defending,0.0
2367,Goalkeeper,Serie B,E. Audero,Cremonese,Shot Stopper,Defending,0.0
2368,Goalkeeper,Serie B,A. Šemper,Pisa,Shot Stopper,Defending,0.0
2369,Goalkeeper,Serie B,D. Thiam,Monza,Shot Stopper,Defending,0.0
2370,Goalkeeper,Serie B,S. Desplanches,Pescara,All-round Goalkeeper,Defending,0.0
2371,Midfielder,Serie B,P. Obiang,Monza,Defensive Midfielder,Defending,82.36
2372,Midfielder,Serie B,M. Maita,Benevento,Defensive Midfielder,Defending,57.59
2373,Midfielder,Serie B,S. Branca,Cittadella,Defensive Midfielder,Defending,70.5
2374,Midfielder,Serie B,A. Vita,Cittadella,Attacking Midfielder,Defending,39.31
2375,Midfielder,Serie B,L. Garritano,Cosenza,Attacking Midfielder,Defending,35.63
2376,Midfielder,Serie B,P. Azzi,Monza,Attacking Midfielder,Defending,50.94
2377,Midfielder,Serie B,F. Gelli,Frosinone,Defensive Midfielder,Defending,38.44
2378,Midfielder,Serie B,M. Marin,Pisa,Defensive Midfielder,Defending,77.0
2379,Midfielder,Serie B,E. Masciangelo,Frosinone,Attacking Midfielder,Defending,50.42
2380,Midfielder,Serie B,I. Touré,Pisa,Defensive Midfielder,Defending,71.87
2381,Midfielder,Serie B,F. Caligara,Pescara,Defensive Midfielder,Defending,74.96
2382,Midfielder,Serie B,G. Calò,Frosinone,Attacking Midfielder,Defending,42.97
2383,Midfielder,Serie B,M. Collocolo,Cremonese,Attacking Midfielder,Defending,58.43
2384,Midfielder,Serie B,A. Rizzo Pinna,Ascoli,Attacking Midfielder,Defending,22.2
2385,Midfielder,Serie B,M. Meli,Crotone,Defensive Midfielder,Defending,77.03
2386,Midfielder,Serie B,L. Benedetti,Virtus Entella,Defensive Midfielder,Defending,62.1
2387,Midfielder,Serie B,M. Rover,Reggiana,Attacking Midfielder,Defending,51.79
2388,Midfielder,Serie B,M. Bertagnoli,Reggiana,Defensive Midfielder,Defending,85.24
2389,Midfielder,Serie B,N. Corrado,Frosinone,Attacking Midfielder,Defending,71.54
2390,Midfielder,Serie B,L. Belardinelli,Reggiana,Defensive Midfielder,Defending,51.34
2391,Midfielder,Serie B,T. Reinhart,Reggiana,Defensive Midfielder,Defending,70.27
2392,Midfielder,Serie B,R. Celia,Benevento,Defensive Midfielder,Defending,52.48
2393,Midfielder,Serie B,N. Galazzi,Monza,Attacking Midfielder,Defending,44.37
2394,Midfielder,Serie B,G. Piccinini,Pisa,Defensive Midfielder,Defending,64.63
2395,Midfielder,Serie B,K. Bozhanaj,Reggiana,Attacking Midfielder,Defending,38.34
2396,Midfielder,Serie B,F. Amatucci,Cittadella,Defensive Midfielder,Defending,67.0
2397,Midfielder,Serie B,T. Barbieri,Cremonese,Attacking Midfielder,Defending,69.52
2398,Midfielder,Serie B,M. Højholt,Pisa,Defensive Midfielder,Defending,75.12
2399,Midfielder,Serie B,R. Kouda,Parma,Attacking Midfielder,Defending,29.01
2400,Midfielder,Serie B,F. Casolari,Cittadella,Defensive Midfielder,Defending,75.59
2401,Midfielder,Serie B,C. Kourfalidis,Cosenza,Defensive Midfielder,Defending,58.59
2402,Midfielder,Serie B,G. Olzer,Pescara,Defensive Midfielder,Defending,54.39
2403,Midfielder,Serie B,A. Oliveri,Pescara,Defensive Midfielder,Defending,62.98
2404,Midfielder,Serie B,A. Fiori,Frosinone,Attacking Midfielder,Defending,22.33
2405,Midfielder,Serie B,A. Florenzi,Cosenza,Defensive Midfielder,Defending,58.4
2406,Midfielder,Serie B,R. Floriani Mussolini,Cremonese,Defensive Midfielder,Defending,56.05
2407,Midfielder,Serie B,J. Oyono,Frosinone,Defensive Midfielder,Defending,61.46
2408,Midfielder,Serie B,S. Angori,Pisa,Attacking Midfielder,Defending,44.38
2409,Midfielder,Serie B,I. Vural,Pisa,Defensive Midfielder,Defending,56.11
2410,Midfielder,Serie B,L. Mendicino,Reggiana,Defensive Midfielder,Defending,74.83
2411,Midfielder,Serie B,M. Cichella,Frosinone,Defensive Midfielder,Defending,52.42
2412,Defender,2. Bundesliga,S. Jung,Karlsruher SC,Fullback,Duels,15.67
2413,Defender,2. Bundesliga,M. Zimmermann,Fortuna Düsseldorf,Fullback,Duels,53.78
2414,Defender,2. Bundesliga,T. Kalas,FC Schalke 04,Centerback,Duels,91.49
2415,Defender,2. Bundesliga,M. Halstenberg,Hannover 96,Centerback,Duels,45.18
2416,Defender,2. Bundesliga,M. Franke,Karlsruher SC,Centerback,Duels,69.33
2417,Defender,2. Bundesliga,L. Paqarada,1. FC Heidenheim,Fullback,Duels,40.0
2418,Defender,2. Bundesliga,M. Heyer,Fortuna Düsseldorf,Fullback,Duels,28.23
2419,Defender,2. Bundesliga,M. Neubauer,Hannover 96,Fullback,Duels,25.34
2420,Defender,2. Bundesliga,E. Iyoha,Fortuna Düsseldorf,Fullback,Duels,33.29
2421,Defender,2. Bundesliga,M. Muheim,Hamburger SV,Fullback,Duels,49.42
2422,Defender,2. Bundesliga,R. Ziegele,SSV Jahn Regensburg,Centerback,Duels,55.06
2423,Defender,2. Bundesliga,A. Donkor,FC Schalke 04,Fullback,Duels,39.24
2424,Defender,2. Bundesliga,C. Kobald,Karlsruher SC,Centerback,Duels,42.59
2425,Defender,2. Bundesliga,F. Götze,SC Paderborn 07,Centerback,Duels,63.14
2426,Defender,2. Bundesliga,T. Christopher Oberdorf,Fortuna Düsseldorf,Centerback,Duels,39.85
2427,Defender,2. Bundesliga,A. Vukotić,Darmstadt 98,Centerback,Duels,86.83
2428,Defender,2. Bundesliga,R. Schallenberg,FC Schalke 04,Centerback,Duels,69.66
2429,Defender,2. Bundesliga,B. Tomiak,Hannover 96,Centerback,Duels,66.89
2430,Defender,2. Bundesliga,S. López,Darmstadt 98,Fullback,Duels,15.55
2431,Defender,2. Bundesliga,M. Hoffmeier,SC Paderborn 07,Centerback,Duels,28.48
2432,Defender,2. Bundesliga,V. Lunddal,Fortuna Düsseldorf,Fullback,Duels,27.84
2433,Defender,2. Bundesliga,F. Nürnberger,Darmstadt 98,Fullback,Duels,24.85
2434,Defender,2. Bundesliga,D. Elfadli,Hamburger SV,Centerback,Duels,50.82
2435,Defender,2. Bundesliga,L. Curda,SC Paderborn 07,Centerback,Duels,49.73
2436,Defender,2. Bundesliga,M. Beifus,Karlsruher SC,Centerback,Duels,47.26
2437,Defender,2. Bundesliga,D. Herold,Karlsruher SC,Fullback,Duels,64.12
2438,Defender,2. Bundesliga,A. Gantenbein,FC Schalke 04,Fullback,Duels,58.41
2439,Defender,2. Bundesliga,B. Ezeh,Hannover 96,Fullback,Duels,52.01
2440,Defender,2. Bundesliga,W. Mikelbrencis,Hamburger SV,Fullback,Duels,21.46
2441,Defender,2. Bundesliga,C. Brackelmann,SC Paderborn 07,Centerback,Duels,69.45
2442,Defender,2. Bundesliga,F. Gruber,1. FC Nürnberg,Centerback,Duels,73.6
2443,Defender,2. Bundesliga,T. Lasse Scheller,SC Paderborn 07,Centerback,Duels,37.87
2444,Defender,2. Bundesliga,L. Wurm,SSV Jahn Regensburg,Centerback,Duels,71.1
2445,Defender,2. Bundesliga,J. Pauli,SG Dynamo Dresden,Centerback,Duels,32.26
2446,Forward,2. Bundesliga,A. Grimaldi,1. FC Nürnberg,Target Man,Duels,90.47
2447,Forward,2. Bundesliga,H. Nielsen,Hannover 96,Target Man,Duels,85.13
2448,Forward,2. Bundesliga,A. Voglsammer,F.C. Hansa Rostock,Target Man,Duels,33.82
2449,Forward,2. Bundesliga,B. Zivzivadze,1. FC Heidenheim,Target Man,Duels,56.44
2450,Forward,2. Bundesliga,K. Karaman,FC Schalke 04,Target Man,Duels,61.1
2451,Forward,2. Bundesliga,R. Glatzel,Hamburger SV,Target Man,Duels,57.91
2452,Forward,2. Bundesliga,S. Michel,SC Paderborn 07,Creative Forward,Duels,38.64
2453,Forward,2. Bundesliga,F. Schleusener,Karlsruher SC,Target Man,Duels,37.38
2454,Forward,2. Bundesliga,C. Kühlwetter,SSV Jahn Regensburg,Target Man,Duels,62.41
2455,Forward,2. Bundesliga,J. Dompé,Hamburger SV,Creative Forward,Duels,32.46
2456,Forward,2. Bundesliga,L. Marseiler,Darmstadt 98,Creative Forward,Duels,60.0
2457,Forward,2. Bundesliga,I. Lidberg,Darmstadt 98,Target Man,Duels,52.2
2458,Forward,2. Bundesliga,M. Kaars,FC St. Pauli,Target Man,Duels,22.09
2459,Forward,2. Bundesliga,M. Sylla,FC Schalke 04,Target Man,Duels,39.9
2460,Forward,2. Bundesliga,F. Hornby,Darmstadt 98,Target Man,Duels,65.71
2461,Forward,2. Bundesliga,M. Kaufmann,1. FC Heidenheim,Target Man,Duels,80.73
2462,Forward,2. Bundesliga,F. Bilbija,SC Paderborn 07,Target Man,Duels,50.79
2463,Forward,2. Bundesliga,R. Philippe,Hamburger SV,Creative Forward,Duels,26.7
2464,Forward,2. Bundesliga,F. Lakenmacher,Darmstadt 98,Target Man,Duels,67.96
2465,Forward,2. Bundesliga,R. Yeboah Königsdörffer,Hamburger SV,Target Man,Duels,43.61
2466,Forward,2. Bundesliga,D. Yokota,Hannover 96,Creative Forward,Duels,52.51
2467,Forward,2. Bundesliga,D. Downs,Hamburger SV,Target Man,Duels,38.01
2468,Forward,2. Bundesliga,F. Baldé,Hamburger SV,Creative Forward,Duels,43.35
2469,Goalkeeper,2. Bundesliga,D. Heuer Fernandes,Hamburger SV,All-round Goalkeeper,Duels,0.0
2470,Goalkeeper,2. Bundesliga,M. Schuhen,Darmstadt 98,All-round Goalkeeper,Duels,0.0
2471,Goalkeeper,2. Bundesliga,J. Pollersbeck,SSV Jahn Regensburg,Shot Stopper,Duels,0.0
2472,Goalkeeper,2. Bundesliga,M. Schubert,SC Paderborn 07,All-round Goalkeeper,Duels,0.0
2473,Goalkeeper,2. Bundesliga,F. Kastenmeier,Fortuna Düsseldorf,Shot Stopper,Duels,0.0
2474,Goalkeeper,2. Bundesliga,L. Grill,SG Dynamo Dresden,Shot Stopper,Duels,0.0
2475,Goalkeeper,2. Bundesliga,F. Gebhardt,SSV Jahn Regensburg,Shot Stopper,Duels,0.0
2476,Goalkeeper,2. Bundesliga,J. Reichert,1. FC Nürnberg,All-round Goalkeeper,Duels,0.0
2477,Midfielder,2. Bundesliga,D. Soares,1. FC Nürnberg,Defensive Midfielder,Duels,53.79
2478,Midfielder,2. Bundesliga,A. Geipl,SSV Jahn Regensburg,Defensive Midfielder,Duels,35.32
2479,Midfielder,2. Bundesliga,R. Krausse,SV Sandhausen,Defensive Midfielder,Duels,63.15
2480,Midfielder,2. Bundesliga,J. Meffert,Holstein Kiel,Defensive Midfielder,Duels,48.31
2481,Midfielder,2. Bundesliga,D. Kinsombi,SC Paderborn 07,Attacking Midfielder,Duels,41.04
2482,Midfielder,2. Bundesliga,P. Förster,Karlsruher SC,Attacking Midfielder,Duels,21.64
2483,Midfielder,2. Bundesliga,M. Wanitzek,Karlsruher SC,Attacking Midfielder,Duels,71.53
2484,Midfielder,2. Bundesliga,J. Bachmann,FC Schalke 04,Defensive Midfielder,Duels,83.26
2485,Midfielder,2. Bundesliga,N. Rapp,Karlsruher SC,Defensive Midfielder,Duels,68.5
2486,Midfielder,2. Bundesliga,R. Obermair,SC Paderborn 07,Attacking Midfielder,Duels,28.19
2487,Midfielder,2. Bundesliga,J. Justvan,1. FC Nürnberg,Attacking Midfielder,Duels,27.59
2488,Midfielder,2. Bundesliga,C. Antwi-Adjei,FC Schalke 04,Attacking Midfielder,Duels,35.94
2489,Midfielder,2. Bundesliga,D. Burnić,Karlsruher SC,Defensive Midfielder,Duels,17.27
2490,Midfielder,2. Bundesliga,S. Klaas,SC Paderborn 07,Defensive Midfielder,Duels,45.48
2491,Midfielder,2. Bundesliga,L. Herrmann,SG Dynamo Dresden,Defensive Midfielder,Duels,40.46
2492,Midfielder,2. Bundesliga,K. Klefisch,Darmstadt 98,Defensive Midfielder,Duels,59.52
2493,Midfielder,2. Bundesliga,N. Katterbach,Hamburger SV,Defensive Midfielder,Duels,40.66
2494,Midfielder,2. Bundesliga,M. Papela,Darmstadt 98,Defensive Midfielder,Duels,66.22
2495,Midfielder,2. Bundesliga,A. Suhonen,Hamburger SV,Defensive Midfielder,Duels,65.06
2496,Midfielder,2. Bundesliga,S. Karl Appelkamp,Fortuna Düsseldorf,Attacking Midfielder,Duels,15.91
2497,Midfielder,2. Bundesliga,B. Hein,SSV Jahn Regensburg,Defensive Midfielder,Duels,55.36
2498,Midfielder,2. Bundesliga,E. Leopold,Hannover 96,Attacking Midfielder,Duels,38.58
2499,Midfielder,2. Bundesliga,T. Breithaupt,Fortuna Düsseldorf,Defensive Midfielder,Duels,90.13
2500,Midfielder,2. Bundesliga,B. Allgeier,Hannover 96,Defensive Midfielder,Duels,30.97
2501,Midfielder,2. Bundesliga,A. Müller,Karlsruher SC,Defensive Midfielder,Duels,27.64
2502,Midfielder,2. Bundesliga,M. Hansen,SC Paderborn 07,Defensive Midfielder,Duels,57.59
2503,Midfielder,2. Bundesliga,K. Corredor,Darmstadt 98,Attacking Midfielder,Duels,58.51
2504,Midfielder,2. Bundesliga,K. Oudenne,Hannover 96,Defensive Midfielder,Duels,45.47
2505,Midfielder,2. Bundesliga,T. Rossmann,Fortuna Düsseldorf,Attacking Midfielder,Duels,73.65
2506,Midfielder,2. Bundesliga,B. Yılmaz,1. FC Nürnberg,Defensive Midfielder,Duels,46.19
2507,Midfielder,2. Bundesliga,S. Castaneda,SC Paderborn 07,Defensive Midfielder,Duels,70.22
2508,Midfielder,2. Bundesliga,R. Lubach,1. FC Nürnberg,Defensive Midfielder,Duels,38.44
2509,Midfielder,2. Bundesliga,P. Muller,SSV Jahn Regensburg,Defensive Midfielder,Duels,29.5
2510,Midfielder,2. Bundesliga,TJT. Janisch,1. FC Nürnberg,Defensive Midfielder,Duels,48.18
2511,Midfielder,2. Bundesliga,M. Grüger,FC Schalke 04,Defensive Midfielder,Duels,14.89
2512,Midfielder,2. Bundesliga,L. Ben Farhat,Karlsruher SC,Attacking Midfielder,Duels,64.82
2513,Defender,LaLiga 2,J. Ángel,Sporting Gijón,Fullback,Duels,49.85
2514,Defender,LaLiga 2,J. Pulido,Huesca,Centerback,Duels,51.43
2515,Defender,LaLiga 2,M. Mateu,CD Tenerife,Fullback,Duels,14.79
2516,Defender,LaLiga 2,N. Maraš,Mirandés,Centerback,Duels,70.46
2517,Defender,LaLiga 2,A. Arbilla,Eibar,Centerback,Duels,39.91
2518,Defender,LaLiga 2,I. Miquel,Leganés,Centerback,Duels,43.45
2519,Defender,LaLiga 2,S. Postigo,Mirandés,Centerback,Duels,37.99
2520,Defender,LaLiga 2,P. Insua,Real Zaragoza,Centerback,Duels,75.98
