,Position,League,Name,Team,playerProfile,Category,Score
83,Forward,Bundesliga,D. Undav,VfB Stuttgart,Target Man,GoalScoring,93.07
84,Forward,Bundesliga,P. Tietz,1. FSV Mainz 05,Target Man,GoalScoring,62.89
85,Forward,Bundesliga,A. Claude-Maurice,FC Augsburg,Target Man,GoalScoring,43.72
86,Forward,Bundesliga,J. Wind,VfL Wolfsburg,Target Man,GoalScoring,39.77
87,Forward,Bundesliga,M. Terrier,Bayer 04 Leverkusen,Creative Forward,GoalScoring,65.06
88,Forward,Bundesliga,E. Demirović,VfB Stuttgart,Target Man,GoalScoring,93.52
89,Forward,Bundesliga,S. Machino,Borussia M'gladbach,Target Man,GoalScoring,59.8
90,Forward,Bundesliga,J. Burkardt,Eintracht Frankfurt,Target Man,GoalScoring,88.83
91,Forward,Bundesliga,K. Adeyemi,Borussia Dortmund,Creative Forward,GoalScoring,66.68
92,Forward,Bundesliga,A. Ilić,1. FC Union Berlin,Target Man,GoalScoring,80.54
93,Forward,Bundesliga,A. Hložek,TSG Hoffenheim,Target Man,GoalScoring,61.24
94,Forward,Bundesliga,B. Hollerbach,1. FSV Mainz 05,Target Man,GoalScoring,42.75
95,Forward,Bundesliga,P. Nebel,1. FSV Mainz 05,Creative Forward,GoalScoring,37.65
96,Forward,Bundesliga,M. Beier,Borussia Dortmund,Creative Forward,GoalScoring,64.15
97,Forward,Bundesliga,T. Tomás,VfB Stuttgart,Target Man,GoalScoring,51.42
98,Forward,Bundesliga,A. Sieb,1. FSV Mainz 05,Target Man,GoalScoring,55.44
99,Forward,Bundesliga,N. Weiper,1. FSV Mainz 05,Target Man,GoalScoring,90.14
100,Forward,Bundesliga,M. Moerstedt,TSG Hoffenheim,Target Man,GoalScoring,34.04
101,Goalkeeper,Bundesliga,M. Neuer,FC Bayern München,Sweeper Keeper,GoalScoring,0.0
102,Goalkeeper,Bundesliga,P. Gulácsi,RB Leipzig,Sweeper Keeper,GoalScoring,0.0
103,Goalkeeper,Bundesliga,O. Baumann,TSG Hoffenheim,Goalkeeper,GoalScoring,0.0
104,Goalkeeper,Bundesliga,T. Horn,VfL Bochum 1848,Goalkeeper,GoalScoring,0.0
105,Goalkeeper,Bundesliga,P. Drewes,Borussia Dortmund,Goalkeeper,GoalScoring,0.0
106,Goalkeeper,Bundesliga,M. Müller,VfL Wolfsburg,Goalkeeper,GoalScoring,0.0
107,Goalkeeper,Bundesliga,F. Rønnow,1. FC Union Berlin,Goalkeeper,GoalScoring,0.0
108,Goalkeeper,Bundesliga,R. Zentner,1. FSV Mainz 05,Goalkeeper,GoalScoring,0.0
109,Goalkeeper,Bundesliga,M. Zetterer,Eintracht Frankfurt,Sweeper Keeper,GoalScoring,0.0
110,Goalkeeper,Bundesliga,G. Kobel,Borussia Dortmund,Sweeper Keeper,GoalScoring,0.0
111,Goalkeeper,Bundesliga,J. Omlin,Bayer 04 Leverkusen,Goalkeeper,GoalScoring,0.0
112,Goalkeeper,Bundesliga,M. Nicolas,Borussia M'gladbach,Sweeper Keeper,GoalScoring,0.0
113,Goalkeeper,Bundesliga,A. Nübel,VfB Stuttgart,Sweeper Keeper,GoalScoring,0.0
114,Goalkeeper,Bundesliga,F. Dahmen,FC Augsburg,Goalkeeper,GoalScoring,0.0
115,Goalkeeper,Bundesliga,F. Müller,SC Freiburg,Goalkeeper,GoalScoring,0.0
116,Goalkeeper,Bundesliga,K. Grabara,VfL Wolfsburg,Goalkeeper,GoalScoring,0.0
117,Goalkeeper,Bundesliga,L. Philipp,TSG Hoffenheim,Goalkeeper,GoalScoring,0.0
118,Goalkeeper,Bundesliga,N. Labrović,FC Augsburg,Goalkeeper,GoalScoring,0.0
119,Goalkeeper,Bundesliga,N. Atubolu,SC Freiburg,Goalkeeper,GoalScoring,0.0
120,Goalkeeper,Bundesliga,J. Urbig,FC Bayern München,Sweeper Keeper,GoalScoring,0.0
121,Goalkeeper,Bundesliga,K. Santos,Eintracht Frankfurt,Goalkeeper,GoalScoring,0.0
122,Midfielder,Bundesliga,C. Trimmel,1. FC Union Berlin,Attacking Midfielder,GoalScoring,20.94
123,Midfielder,Bundesliga,N. Höfler,SC Freiburg,Defensive Midfielder,GoalScoring,16.37
124,Midfielder,Bundesliga,M. Götze,Eintracht Frankfurt,Attacking Midfielder,GoalScoring,61.18
125,Midfielder,Bundesliga,K. Kampl,RB Leipzig,Defensive Midfielder,GoalScoring,28.92
126,Midfielder,Bundesliga,K. Stöger,Borussia M'gladbach,Attacking Midfielder,GoalScoring,81.9
127,Midfielder,Bundesliga,A. Losilla,VfL Bochum 1848,Defensive Midfielder,GoalScoring,12.46
128,Midfielder,Bundesliga,M. Sabitzer,Borussia Dortmund,Defensive Midfielder,GoalScoring,57.83
129,Midfielder,Bundesliga,P. Mwene,1. FSV Mainz 05,Defensive Midfielder,GoalScoring,31.71
130,Midfielder,Bundesliga,E. Can,Borussia Dortmund,Defensive Midfielder,GoalScoring,37.63
131,Midfielder,Bundesliga,M. Arnold,VfL Wolfsburg,Attacking Midfielder,GoalScoring,39.96
132,Midfielder,Bundesliga,R. Khedira,1. FC Union Berlin,Defensive Midfielder,GoalScoring,26.4
133,Midfielder,Bundesliga,S. Widmer,1. FSV Mainz 05,Defensive Midfielder,GoalScoring,31.22
134,Midfielder,Bundesliga,R. Andrich,Bayer 04 Leverkusen,Defensive Midfielder,GoalScoring,42.76
135,Midfielder,Bundesliga,J. Haberer,1. FC Union Berlin,Defensive Midfielder,GoalScoring,28.38
136,Midfielder,Bundesliga,Y. Gerhardt,VfL Wolfsburg,Defensive Midfielder,GoalScoring,40.79
137,Midfielder,Bundesliga,V. Grifo,SC Freiburg,Attacking Midfielder,GoalScoring,92.0
138,Midfielder,Bundesliga,A. Grimaldo,Bayer 04 Leverkusen,Attacking Midfielder,GoalScoring,56.25
139,Midfielder,Bundesliga,L. Goretzka,FC Bayern München,Defensive Midfielder,GoalScoring,80.33
140,Midfielder,Bundesliga,M. Bero,VfL Bochum 1848,Attacking Midfielder,GoalScoring,65.58
141,Midfielder,Bundesliga,S. Gnabry,FC Bayern München,Attacking Midfielder,GoalScoring,97.61
142,Midfielder,Bundesliga,J. Brandt,Borussia Dortmund,Attacking Midfielder,GoalScoring,73.98
143,Midfielder,Bundesliga,M. Wolf,FC Augsburg,Attacking Midfielder,GoalScoring,22.21
144,Midfielder,Bundesliga,J. Kimmich,FC Bayern München,Attacking Midfielder,GoalScoring,42.28
145,Midfielder,Bundesliga,F. Honorat,Borussia M'gladbach,Attacking Midfielder,GoalScoring,80.98
146,Midfielder,Bundesliga,N. Amiri,1. FSV Mainz 05,Attacking Midfielder,GoalScoring,84.73
147,Midfielder,Bundesliga,R. Skov,1. FC Union Berlin,Attacking Midfielder,GoalScoring,73.27
148,Midfielder,Bundesliga,D. Giannoulis,FC Augsburg,Attacking Midfielder,GoalScoring,27.22
149,Midfielder,Bundesliga,K. Miyoshi,VfL Bochum 1848,Attacking Midfielder,GoalScoring,87.18
150,Midfielder,Bundesliga,M. Eggestein,SC Freiburg,Defensive Midfielder,GoalScoring,45.14
151,Midfielder,Bundesliga,E. Skhiri,Eintracht Frankfurt,Defensive Midfielder,GoalScoring,30.73
152,Midfielder,Bundesliga,R. Doan,Eintracht Frankfurt,Attacking Midfielder,GoalScoring,80.73
153,Midfielder,Bundesliga,S. Özcan,Borussia Dortmund,Defensive Midfielder,GoalScoring,22.14
154,Midfielder,Bundesliga,A. García,Bayer 04 Leverkusen,Attacking Midfielder,GoalScoring,41.68
155,Midfielder,Bundesliga,K. Jakić,FC Augsburg,Defensive Midfielder,GoalScoring,29.06
156,Midfielder,Bundesliga,M. Svanberg,VfL Wolfsburg,Attacking Midfielder,GoalScoring,81.73
157,Midfielder,Bundesliga,T. Skarke,1. FC Union Berlin,Attacking Midfielder,GoalScoring,71.9
158,Midfielder,Bundesliga,A. Karazor,VfB Stuttgart,Defensive Midfielder,GoalScoring,43.22
159,Midfielder,Bundesliga,J. Kamiński,1. FC Köln,Attacking Midfielder,GoalScoring,40.79
160,Midfielder,Bundesliga,E. Palacios,Bayer 04 Leverkusen,Attacking Midfielder,GoalScoring,69.8
161,Midfielder,Bundesliga,C. Baumgartner,RB Leipzig,Defensive Midfielder,GoalScoring,86.85
162,Midfielder,Bundesliga,E. Rexhbeçaj,FC Augsburg,Defensive Midfielder,GoalScoring,41.3
163,Midfielder,Bundesliga,A. Caci,1. FSV Mainz 05,Attacking Midfielder,GoalScoring,55.82
164,Midfielder,Bundesliga,R. Baku,RB Leipzig,Defensive Midfielder,GoalScoring,57.83
165,Midfielder,Bundesliga,R. Hack,Borussia M'gladbach,Attacking Midfielder,GoalScoring,87.18
166,Midfielder,Bundesliga,A. Schäfer,1. FC Union Berlin,Defensive Midfielder,GoalScoring,24.24
167,Midfielder,Bundesliga,C. Führich,VfB Stuttgart,Attacking Midfielder,GoalScoring,66.19
168,Midfielder,Bundesliga,L. Maloney,1. FSV Mainz 05,Defensive Midfielder,GoalScoring,19.3
169,Midfielder,Bundesliga,A. Stiller,VfB Stuttgart,Attacking Midfielder,GoalScoring,32.48
170,Midfielder,Bundesliga,F. Nmecha,Borussia Dortmund,Defensive Midfielder,GoalScoring,49.4
171,Midfielder,Bundesliga,P. Osterhage,SC Freiburg,Defensive Midfielder,GoalScoring,32.11
172,Midfielder,Bundesliga,N. Tella,Bayer 04 Leverkusen,Attacking Midfielder,GoalScoring,80.73
173,Midfielder,Bundesliga,W. Jeong,1. FC Union Berlin,Attacking Midfielder,GoalScoring,72.75
174,Midfielder,Bundesliga,F. Rieder,FC Augsburg,Attacking Midfielder,GoalScoring,74.01
175,Midfielder,Bundesliga,T. Krauß,1. FC Köln,Defensive Midfielder,GoalScoring,25.94
176,Midfielder,Bundesliga,P. Sander,Borussia M'gladbach,Defensive Midfielder,GoalScoring,55.04
177,Midfielder,Bundesliga,H. Hong,1. FSV Mainz 05,Attacking Midfielder,GoalScoring,50.13
178,Midfielder,Bundesliga,N. N'Goumou,Borussia M'gladbach,Attacking Midfielder,GoalScoring,87.83
179,Midfielder,Bundesliga,N. Seiwald,RB Leipzig,Defensive Midfielder,GoalScoring,12.46
180,Midfielder,Bundesliga,A. Prass,TSG Hoffenheim,Attacking Midfielder,GoalScoring,27.08
181,Midfielder,Bundesliga,M. Olise,FC Bayern München,Attacking Midfielder,GoalScoring,96.0
182,Midfielder,Bundesliga,P. Treu,SC Freiburg,Defensive Midfielder,GoalScoring,26.52
183,Midfielder,Bundesliga,P. Wimmer,VfL Wolfsburg,Defensive Midfielder,GoalScoring,71.81
184,Midfielder,Bundesliga,J. Leweling,VfB Stuttgart,Attacking Midfielder,GoalScoring,65.14
185,Midfielder,Bundesliga,A. Knauff,Eintracht Frankfurt,Attacking Midfielder,GoalScoring,84.15
186,Midfielder,Bundesliga,J. Musiala,FC Bayern München,Attacking Midfielder,GoalScoring,97.76
187,Midfielder,Bundesliga,D. Svensson,Borussia Dortmund,Attacking Midfielder,GoalScoring,45.02
188,Midfielder,Bundesliga,K. Sano,1. FSV Mainz 05,Defensive Midfielder,GoalScoring,21.31
189,Midfielder,Bundesliga,R. Reitz,Borussia M'gladbach,Defensive Midfielder,GoalScoring,48.45
190,Midfielder,Bundesliga,A. Nusa,RB Leipzig,Attacking Midfielder,GoalScoring,53.54
191,Midfielder,Bundesliga,T. Bischof,FC Bayern München,Attacking Midfielder,GoalScoring,59.57
192,Midfielder,Bundesliga,H. Larsson,Eintracht Frankfurt,Defensive Midfielder,GoalScoring,58.07
193,Midfielder,Bundesliga,F. Krätzig,FC Bayern München,Defensive Midfielder,GoalScoring,32.98
194,Midfielder,Bundesliga,A. Pavlović,FC Bayern München,Defensive Midfielder,GoalScoring,30.05
195,Midfielder,Bundesliga,P. Wanner,FC Bayern München,Attacking Midfielder,GoalScoring,67.03
196,Midfielder,Bundesliga,J. Bahoya,Eintracht Frankfurt,Attacking Midfielder,GoalScoring,61.89
197,Midfielder,Bundesliga,O. Højlund,Eintracht Frankfurt,Defensive Midfielder,GoalScoring,52.02
198,Midfielder,Bundesliga,A. Vermeeren,RB Leipzig,Defensive Midfielder,GoalScoring,18.94
199,Midfielder,Bundesliga,F. Chaïbi,Eintracht Frankfurt,Attacking Midfielder,GoalScoring,77.06
200,Midfielder,Bundesliga,A. Kemlein,1. FC Union Berlin,Defensive Midfielder,GoalScoring,48.43
201,Midfielder,Bundesliga,T. Rothe,1. FC Union Berlin,Defensive Midfielder,GoalScoring,55.55
202,Midfielder,Bundesliga,M. Kömür,FC Augsburg,Attacking Midfielder,GoalScoring,81.17
203,Midfielder,Bundesliga,B. Dárdai,VfL Wolfsburg,Defensive Midfielder,GoalScoring,33.04
204,Midfielder,Bundesliga,C. Uzun,Eintracht Frankfurt,Attacking Midfielder,GoalScoring,96.55
205,Midfielder,Bundesliga,B. Touré,TSG Hoffenheim,Attacking Midfielder,GoalScoring,81.02
206,Defender,Championship,K. Bartley,West Bromwich Albion,Centerback,GoalScoring,75.31
207,Defender,Championship,S. Cook,Queens Park Rangers,Centerback,GoalScoring,71.52
208,Defender,Championship,C. Forsyth,Derby County,Centerback,GoalScoring,79.97
209,Defender,Championship,A. Hughes,Preston North End,Centerback,GoalScoring,37.9
210,Defender,Championship,D. Batth,Derby County,Centerback,GoalScoring,73.33
211,Defender,Championship,J. Robinson,Birmingham City,Centerback,GoalScoring,44.16
212,Defender,Championship,J. Egan,Hull City,Centerback,GoalScoring,47.16
213,Defender,Championship,L. Ayling,Middlesbrough,Fullback,GoalScoring,46.44
214,Defender,Championship,J. Bidwell,Coventry City,Fullback,GoalScoring,67.24
215,Defender,Championship,R. Leonard,Millwall,Fullback,GoalScoring,37.61
216,Defender,Championship,B. Gibson,Stoke City,Centerback,GoalScoring,67.21
217,Defender,Championship,M. Wallace,Huddersfield Town,Centerback,GoalScoring,48.57
218,Defender,Championship,M. Ihiekwe,Blackpool,Centerback,GoalScoring,88.75
219,Defender,Championship,J. Bryan,Millwall,Fullback,GoalScoring,59.08
220,Defender,Championship,K. Naismith,Bristol City,Centerback,GoalScoring,22.51
221,Defender,Championship,C. Chambers,Cardiff City,Centerback,GoalScoring,63.76
222,Defender,Championship,J. Whatmough,Huddersfield Town,Centerback,GoalScoring,37.9
223,Defender,Championship,S. Ajayi,Hull City,Centerback,GoalScoring,44.86
224,Defender,Championship,L. Lindsay,Preston North End,Centerback,GoalScoring,72.45
225,Defender,Championship,Y. Ribeiro,Blackburn Rovers,Fullback,GoalScoring,44.75
226,Defender,Championship,J. Cooper,Millwall,Centerback,GoalScoring,84.43
227,Defender,Championship,M. Clarke,Derby County,Centerback,GoalScoring,81.18
228,Defender,Championship,D. Fry,Middlesbrough,Centerback,GoalScoring,49.41
229,Defender,Championship,P. Ng,Cardiff City,Fullback,GoalScoring,70.14
230,Defender,Championship,C. Elder,Derby County,Fullback,GoalScoring,35.13
231,Defender,Championship,L. Gooch,Huddersfield Town,Fullback,GoalScoring,45.01
232,Defender,Championship,J. Clarke-Salter,Queens Park Rangers,Centerback,GoalScoring,40.76
233,Defender,Championship,J. Dasilva,Coventry City,Fullback,GoalScoring,27.83
234,Defender,Championship,R. Nyambe,Reading,Fullback,GoalScoring,11.85
235,Defender,Championship,R. Dickie,Bristol City,Centerback,GoalScoring,77.99
236,Defender,Championship,G. Edmundson,Middlesbrough,Centerback,GoalScoring,73.93
237,Defender,Championship,J. Johnson,Luton Town,Fullback,GoalScoring,22.51
238,Defender,Championship,L. Coyle,Hull City,Fullback,GoalScoring,43.24
239,Defender,Championship,C. Brittain,Middlesbrough,Fullback,GoalScoring,54.3
240,Defender,Championship,J. Tymon,Swansea City,Fullback,GoalScoring,76.26
241,Defender,Championship,J. Tanganga,Sheffield United,Centerback,GoalScoring,80.92
242,Defender,Championship,C. Styles,West Bromwich Albion,Fullback,GoalScoring,76.75
243,Defender,Championship,A. Jones,Middlesbrough,Centerback,GoalScoring,30.6
244,Defender,Championship,H. Pickering,Blackburn Rovers,Fullback,GoalScoring,46.44
245,Defender,Championship,J. Storey,Preston North End,Centerback,GoalScoring,51.29
246,Defender,Championship,J. Latibeaudiere,Coventry City,Centerback,GoalScoring,42.45
247,Defender,Championship,B. Wilmot,Stoke City,Centerback,GoalScoring,67.93
248,Defender,Championship,C. Mepham,West Bromwich Albion,Centerback,GoalScoring,65.46
249,Defender,Championship,L. Gibson,Preston North End,Centerback,GoalScoring,72.45
250,Defender,Championship,C. Bramall,Luton Town,Fullback,GoalScoring,37.61
251,Defender,Championship,S. McLoughlin,Blackburn Rovers,Centerback,GoalScoring,66.51
252,Defender,Championship,P. Valentín,Preston North End,Fullback,GoalScoring,62.08
253,Defender,Championship,H. Burrows,Sheffield United,Fullback,GoalScoring,94.24
254,Defender,Championship,C. Pring,Bristol City,Fullback,GoalScoring,37.9
255,Defender,Championship,J. Dunne,Queens Park Rangers,Centerback,GoalScoring,94.35
256,Defender,Championship,N. Borges,Bristol City,Fullback,GoalScoring,55.7
257,Defender,Championship,N. Phillips,West Bromwich Albion,Centerback,GoalScoring,76.06
258,Defender,Championship,R. Atkinson,Bristol City,Centerback,GoalScoring,59.08
259,Defender,Championship,L. Kitching,Coventry City,Centerback,GoalScoring,63.7
260,Defender,Championship,G. Tanner,Bristol City,Fullback,GoalScoring,55.67
261,Defender,Championship,J. Key,Swansea City,Fullback,GoalScoring,55.67
262,Defender,Championship,R. Giles,Hull City,Fullback,GoalScoring,42.38
263,Defender,Championship,B. Cabango,Swansea City,Centerback,GoalScoring,67.49
264,Defender,Championship,M. van Ewijk,Coventry City,Fullback,GoalScoring,66.32
265,Defender,Championship,S. McCallum,Sheffield United,Centerback,GoalScoring,92.21
266,Defender,Championship,P. Kioso,Peterborough United,Centerback,GoalScoring,29.81
267,Defender,Championship,F. Seriki,Sheffield United,Fullback,GoalScoring,64.53
268,Defender,Championship,W. Fish,Cardiff City,Centerback,GoalScoring,74.66
269,Defender,Championship,N. Ogbeta,Barnsley,Fullback,GoalScoring,69.83
270,Defender,Championship,D. Sanderson,Birmingham City,Centerback,GoalScoring,11.85
271,Defender,Championship,H. Carter,Blackburn Rovers,Centerback,GoalScoring,44.86
272,Defender,Championship,T. Mengi,Luton Town,Centerback,GoalScoring,72.31
273,Defender,Championship,H. Roberts,Reading,Fullback,GoalScoring,36.84
274,Defender,Championship,L. McNally,Bristol City,Centerback,GoalScoring,90.77
275,Defender,Championship,M. McGuinness,Sheffield United,Centerback,GoalScoring,85.83
276,Defender,Championship,M. Talovierov,Stoke City,Centerback,GoalScoring,39.36
277,Defender,Championship,C. Drameh,Hull City,Fullback,GoalScoring,35.78
278,Defender,Championship,D. McNamara,Millwall,Centerback,GoalScoring,23.65
279,Defender,Championship,E. Cashin,Blackburn Rovers,Centerback,GoalScoring,87.91
280,Defender,Championship,A. Famewo,Hull City,Centerback,GoalScoring,47.16
281,Defender,Championship,R. Edwards,Queens Park Rangers,Centerback,GoalScoring,78.54
282,Defender,Championship,E. Bocat,Stoke City,Fullback,GoalScoring,53.69
283,Defender,Championship,T. Crama,Millwall,Fullback,GoalScoring,57.67
284,Defender,Championship,J. Bagan,Cardiff City,Centerback,GoalScoring,32.74
285,Defender,Championship,S. Klingen Langås,Derby County,Centerback,GoalScoring,52.84
286,Defender,Championship,B. Thomas,Coventry City,Centerback,GoalScoring,93.65
287,Defender,Championship,J. Tchamadeu,Stoke City,Fullback,GoalScoring,59.96
288,Defender,Championship,A. Phillips,Stoke City,Centerback,GoalScoring,51.05
289,Defender,Championship,C. Hughes,Hull City,Centerback,GoalScoring,46.61
290,Defender,Championship,R. Walters,Blackpool,Fullback,GoalScoring,22.51
291,Forward,Championship,T. Bradshaw,Barnsley,Target Man,GoalScoring,49.84
292,Forward,Championship,W. Keane,Reading,Target Man,GoalScoring,29.8
293,Forward,Championship,M. Smith,Preston North End,Target Man,GoalScoring,75.89
294,Forward,Championship,N. Wells,Luton Town,Target Man,GoalScoring,71.29
